id,fiscalyear,Climate change,Climate adaptation,Climate mitigation,text,pred
P176450,2021,0.0,0.0,0.0,"CAR - Emergency Infrastructure and Connectivity Recovery Project The objective of the project is to: (i) restore basic rural road connectivity in targeted areas; (ii) improve climate resilience and safety of the road corridor from Bangui to the Cameroon border; and (iii) provide the building blocks for improved and resilient road sector management. The development objective of the Emergency Infrastructure and Connectivity Recovery Project for Central African Republic is to: (i) restore basic rural road connectivity in targeted areas; (ii) improve climate resilience and safety of the road corridor from Bangui to the Cameroon border; and (iii) provide the building blocks for improved and resilient road sector management. The project comprises of five components. The first component, emergency improvement of basic connectivity in targeted areas will focus on the improvement of roads in two selected intervention areas located in the northwest and the northeast parts of the country. It consists of following sub-components: (i) northwest road rehabilitation; (ii) northeast road rehabilitation; and (iii) enhancement of women’s participation in the works financed under component 1. The second component, emergency transport corridor improvements will support the finalization of works and activities initiated under the closed Economic and Monetary Community of Central Africa Transport and Transit Facilitation Program (CEMAC-TTFP) Project along the lifeline Bangui-Garoua Boulai corridor. It consists of following sub-components: (i) finalization of the Baoro-Bouar road works; (ii) spot improvement and climate adaptation works on 140 km of roads between Bangui and Baoro; (iii) road safety measures on the Bangui - Garoua Boulai corridor; (iv) transport facilitation infrastructure. The third component, road safety, road asset management, and climate resilience will support the following sub-components: (i) road safety; (ii) development of a road asset management strategy, and a road asset management system, with a strong emphasis on the need to develop climate resilience; (iii) sustainability of maintenance funding; and (iv) capacity building for the climate resilience of road infrastructure. The fourth component, capacity building and project management will finance capacity building, project management, monitoring and evaluation (M and E), and institutional strengthening activities through the provision of goods, training, and both consulting and non-consulting services. The fifth component, contingent emergency response (CERC) allows for the possibility of rapid reallocation of project funds in the event of a natural or man-made crisis or emergency during project implementation to address eligible expenditures under conditions established in the project implementation manual (PIM).",-0.10264628
P161929,2019,0.47,0.42,0.05,"Second Bridges Improvement and Maintenance Program  To provide safe, resilient and cost effective bridges on Nepal's Strategic Road Network. The development objective of the Second Bridges Improvement and Maintenance Program for Nepal is to provide safe, resilient, and cost‐effective bridges on Nepal’s Strategic Roads Network. The proposed operation is designed as a ‘hybrid’ operation, which includes both Program‐for‐Results (PforR) and Investment Project Financing (IPF) components.Developing and/or maintaining bridge infrastructure in the Strategic Roads Network under the Bridge Branch, as set forth in the Bridge Policy and Strategy, including: (a) providing road safety upgrades on existing bridges; (b) constructing new bridges; (c) completing bridges under construction; (d) major bridge maintenance; and (e) carrying out bridge designs, site assessments, feasibility studies, quality monitoring,environmental and social impact management, and providing logistics support, for the Program, as required for the preparation and supervision of civil works.This IPF Component: Consultancy Support and Institutional Development will support the following: (a) provision of consultancy support and institutional development to the Recipient to prepare Potential Future Projects within the Strategic Roads Network, such as, including but not limited to, preparation of baseline assessments, engineering studies, feasibility studies, safeguard assessments and technical designs; (b) carrying out technical audits through the National Vigilance Center, identifying instances where implementation of works deviates from expected technical and process‐related standards or specifications; (c) developing advanced bridge designs to: (i) enhance resilience to extreme weather or seismic events; and (ii) include pedestrians’ and cyclists’ access; (d) Provision of Training to develop the DOR staff and other stakeholders’ technical, social, environmental and fiduciary capabilities; (e) strengthening the institutional capacity of the Bridge Branch for the carrying out of supervision and oversight activities on the Strategic Roads Network under the Operation; (f) mobilizing, equipping and developing the Design and Advanced Technology Cell; (g) improving DOR’s occupational and community health and safety practices and its capacity to implement the Labor Act; (h) verification activities support. (i) collecting data for the impact evaluation of the Program.",0.036068026
P176549,2022,0.25,0.16,0.09,"Accelerating Transport and Trade Connectivity in Eastern South Asia – Bangladesh Phase 1 Project The development objective is to increase the efficiency and resilience of trade and transport along selected corridors in Bangladesh The development objective of First Phase of the Accelerating Transport and Trade Connectivity in Eastern South Asia Project for Bangladesh is to increase the efficiency and resilience of trade and transport along selected regional corridors in eastern South Asia. This project has three components. 1) The first component, Digital Systems for Trade, aims to support the transformation of the cross-border clearance process through the provision of digital solutions and automation to manage the projected increase in trade. 2) The second component, Green and Resilient Transport and Trade Infrastructure, aims to support green and resilient transport and trade infrastructure development along the corridors that serve as the backbone of the physical and economic integration of eastern South Asia. 3) The third component, Institutional and Policy Strengthening for Transport and Trade, is anchored in the implementation of the World Trade Organization (WTO) Trade Facilitation Agreement (TFA), simplification and harmonization of customs procedures under the World Custom Organization (WCO) Revised Kyoto Convention, and national customs modernization plans.",-0.24737217
P168725,2021,0.18,0.16,0.03,"Bangladesh Third Programmatic Jobs Development Policy Credit The Bangladesh Jobs DPC supports the Government of Bangladesh's program of reforms to address the country’s jobs challenges by: (i)modernizing the trade and investment environment; (ii) strengthening systems that protect workers and build resilience; and (iii) improving policies and programs that enhance access to jobs for vulnerable populations The development objectives of the Third Programmatic Jobs Development Policy Credit Project in Bangladesh address the country’s jobs challenges by: (i) modernizing the trade and investment environment; (ii) strengthening systems that protect workers and build resilience; and (iii) improving policies and programs that enhance access to jobs for vulnerable populations. The program includes the following pillars. Pillar A: modernizing the trade and investment environment, lays the foundation for continued progress towards upper middle-income status. Bangladesh has achieved remarkable growth through integration in the ready-made garment global value chain. However, exports remain heavily concentrated in the RMG sector, which accounted for approximately 83 percent of all exports in FY20. Pillar A supports job creation and the COVID-19 recovery by strengthening the investment climate, promoting exports, and helping mitigate environmental and climate change impacts of industrial expansion. These four actions will be particularly important to help Bangladesh sustain recovery momentum as global demand picks up. Pillar B: Strengthening systems that protect workers and build resilience, focuses on increasing protection of Bangladeshi workers, It includes policy actions to strengthen the Government of Bangladesh’s (GoB’s) capacity to respond to the COVID-19 crisis and future crises, and supports: (i) job quality through interventions protecting the earnings of workers affected by the COVID19 crisis; (ii) GoB’s mechanisms to coordinate response to shocks and deploy safety net programs; and (iii) GoB’s capacity to enforce labor regulations and standards that expand workers protection. Pillar C: improving policies and programs to enhance access to jobs for vulnerable populations, supports key policies to strengthen programs and institutions that help youth, women, and overseas migrants access job opportunities. The COVID-19 crisis has further exacerbated the need for interventions which promote economic inclusion for women, youth, and migrants.",-0.4049219
P173677,2022,0.28,0.23,0.05,"Liberia Women Empowerment Project The project development objective is to improve social and livelihood services for women and girls in targeted communities, foster positive social norms and strengthen the government's capacity to advance women and girls’ empowerment. The development objective of Women Empowerment Project for Liberia is to improve social and livelihood services for women and girls in targeted communities, foster positive social norms and strengthen the government's capacity to advance women and girls’ empowerment. This project has six components. 1) The first component, Fostering positive social norms and community mobilization, has the following sub-components: (i) Fostering positive social norms through the implementation of the Start, Awareness, Support, Action (SASA!) Methodology; and (ii) Strengthening community mobilization and citizen engagement. 2) The second component, Enhancing basic services in health and education, has the following sub-components: (i) Increase service-seeking behavior for health services at community level; and (ii) Shifting social norms to keep girls in school. 3) The third component, Promoting resilient livelihoods through community-led approaches, has the following sub-components: (i) Capacity building of resilient livelihoods groups; and (ii) Supporting grants for women-led livelihoods. 4) The fourth component, Strengthening public institutions to advance gender equality, has the following sub-components: (i) Build the gender infrastructure in Ministry of Gender, Children, and Social Protection (MGCSP) and Ministry of Agriculture (MoA); and (ii) Policy dialogue and coordination. 5) The fifth component, : Project management, monitoring and evaluation, has the following sub-components: (i) Project management; and (ii) Monitoring and evaluation, knowledge management. 6) The sixth component, Contingent Emergency Response Component, in the event of an eligible crisis or emergency, funds may be reallocated from other components of the project.",-0.4554092
P164184,2021,0.55,0.51,0.04,"Guinea Commercial Agriculture Development Project The Program Development Objective (PrDO) is to increase the number of farmers and rural households benefiting from commercial agriculture value-chains in Program's areas. The objective of the Commercial Agriculture Development Project for Guinea is to increase the number of farmers and rural households benefiting from commercial agriculture value-chains in program's areas. There are five components to the project, the first component being improving market access in targeted areas. The first component being improving market access in targeted areas. This component includes three subcomponents: rehabilitation of rural roads, establishment of aggregation and logistics centers, and support sustainable management of market infrastructure. The second component is the supporting private investment. This component includes two subcomponents: support to potential investors, and private investment financing for inclusive supply chains. The third component is the enabling environment for commercial agriculture. This component includes three subcomponents: strengthening relevant public agencies, strengthening coordination along targeted value chains, and enhancing SPS control, quality, norms, and standards. The fourth component is the emergency response. In recognition of Guinea~^!!^s vulnerability to shocks, a Contingent Emergency Response Component (CERC) with no funds is included in the Project as a mechanism for funding requests arising from emergencies such as natural disasters and other shocks. If such a crisis develops, the GoG can ask the World Bank to reallocate part of the project funds to cover the costs of emergency response and recovery. Finally, the fifth component is the project management and coordination. The PCIU will contract out activities to service providers, particularly consulting firms, NGOs, and others as required. Service providers will be selected competitively. The PCIU will ensure compliance with World Bank procurement, disbursement, FM, and safeguard policies and procedures by preparing and implementing a comprehensive PIM. In addition, the PCIU will coordinate as necessary with all national institutions.",-0.31700847
P168386,2022,0.39,0.35,0.05,"Lome-Ouagadougou-Niamey Economic Corridor The proposed PDO is to improve regional connectivity and socio-economic community infrastructure along the corridor between the capital cities of Togo, Burkina Faso, and Niger. The development objective of the Lome-Ouagadougou-Niamey (LON) Economic Corridor Project for Burkina Faso, Niger, and Togo is to improve regional connectivity and socio-economic community infrastructure along the corridor between the capital cities of Togo, Burkina Faso, and Niger. The project comprises of five components. The first component, improvement of infrastructure and introduction of intelligent transportation systems on the LON corridor will finance associated works, services, and goods for the following sub-components: (i) corridor infrastructure rehabilitation and upgrades; and (ii) pilot smart corridor through the deployment of integrated transport information system (ITIS) along the LON corridor. The second component, improvement of quality of transport and transit services along the corridor will finance works, goods, and services and for the following sub-components: (i) harmonization of professionalization frameworks in the trucking sector, to be implemented through a comprehensive technical assistance (TA) program in each country, compliant with International Road Transport Union (IRU) standards; and (ii) improvement of border crossing facilities, processes, and transit procedures. The third component, improvement of community infrastructure and access roads to support local economic development and resilience of populations around the corridor will finance works, services, goods, and implementation of safeguards instruments including resettlement for the following sub-components: (i) improvement of feeder roads around the corridor; and (ii) construction of community infrastructure facilities. The fourth component, project implementation support at the regional and national levels will finance associated works, services, and goods for the following sub-components: (i) project management; and (ii) monitoring and evaluation (M and E). The fifth component, contingent emergency response component (CERC) will draw from the uncommitted resources under the project from other project components to cover emergency response.",-0.13184407
P163383,2019,0.0,0.0,0.0,"Ethiopia Resilient Landscapes and Livelihoods Project To improve climate resilience, land productivity and carbon storage, and increase access to diversified livelihood activities in selected rural watersheds. The Resilient Landscapes and Livelihoods Project of Ethiopia has the objectives to improve climate resilience, land productivity and carbon storage, and increase access to diversified livelihood activities in selected rural watersheds.  This project is comprised of four components: (1) Green infrastructure and resilient livelihoods component will support the restoration of degraded landscapes in selected watersheds and help build resilient livelihoods on this newly productive foundation. (2) Investing in institutions and information for resilience component will build capacity for the promotion and management of SLWM practices, and improve information for better decision-making in supporting resilient landscapes and diversified rural livelihoods in the project area. (3) Rural land administration and use component will strengthen the rural land administration system that secures tenure rights, optimizes land use, and empowers land-users to sustainably invest in productive landscapes. (4) Project management and reporting component will work to ensure effective implementation and reporting on project activities with due diligence and integrity. It will also finance the operational cost of the project coordination units in the Ministry of Agriculture and Livestock Resource and Regional State Bureaus of Agriculture and Natural Resources.",0.3605418
P156012,2017,0.0,0.0,0.0,"Health System Support Project (KIRA) To increase the use of quality Reproductive, Maternal, Neonatal, Child and Adolescent Health services, and, in the event of an Eligible Crisis or Emergency, to provide immediate and effective response to said Eligible Crisis or Emergency. The development objective of Health System Support Project  for Burundi is to increase the use of quality Reproductive, Maternal, Neonatal, Child and Adolescent Health services, and, in the event of an Eligible Crisis or Emergency, to provide immediate and effective response to said Eligible Crisis or Emergency. This project has four components. 1) The first component, Use of Performance-based Payments to Support the Recipient’s Free Health Care (FHC) Program, will pay health providers and other health entities according to their performance. It has the following four subcomponents: (i) Payment of FHC-Results-based Financing (RBF) to health facilities; (ii) Performance Based Payments to community health workers cooperatives; (iii) Performance Based Payments to FHC-RBF claims and administration or verification departments; and (iv) Performance Based Payments to Nursing Schools and Ministry of Public Health and the Fight Against HIV/AIDS (MoH )strategic departments supporting health facilities. 2) The second component, Implementation Support for the FHC program-related activities,will support strategic activities. It has the following three subcomponents: (i) Support to verification and counter verification processes; (ii) Supporting project management; and (iii) Supporting the promotion of demand at community level and social and environmental safeguards activities. 3) The third component, Strengthening of Newly Integrated FHC Program Service Providers through financing of minor investments/renovations works for CHWs and nursing training schools, aims to support concerns nursing training schools and Community Health Workers (CHWs). 4) The fourth component, Contingency Emergency Response Component (CERC), will allow for rapid reallocation of project proceeds in the event of a natural or man-made disaster or crisis that has caused, or is likely to imminently cause, a major adverse economic and or social impact.",-0.43895563
P166839,2019,0.56,0.32,0.25,"Lao PDR Green Resilient Growth DPO 2  To support the Government of Lao PDR in achieving fiscal sustainability and consolidating its path towards green growth. Most recently, Lao PDR experienced widespread floods between July and September 2018, which significantly impacted its people and economy. To build long-term prosperity, Lao’s growth pattern needs to continue shifting to a better-managed, more diversified and sustainable green growth model. The World Bank is supporting Lao PDR’s green growth transformation through analytic and advisory services and a series of three programmatic green growth development policy operations (GGDPO). The program development objective of GGDPO2 is to achieve fiscal sustainability and financial sector stability, adopt green growth planning and monitoring, and introduce green growth tools and principles in priority sectors. The program’s three pillars complement one another to improve the growth prospects of the country and help make economic activities cleaner, more resource-efficient, and more resilient. Pillar 1 supports economic management actions to address key macroeconomic risks. Pillar 2 establishes policy-level instruments for green growth planning, financing, and monitoring. Pillar 3 aims to incorporate green growth principles in selected sectors, including measures for sustainably using the country’s key natural assets (water, forests, and biodiversity), building resilience of infrastructure to climate risks, and promoting cleaner, more efficient production and consumption by regulating pollution.",-0.040361665
P163108,2018,0.2,0.2,0.0,"Iraq Social Fund for Development The project development objective is to: (i) improve access to basic services and; (ii) to increase short-term employment opportunities, in targeted communities. The development objective of the  Social Fund for Development Project for Iraq is to: (i) improve access to basic services and; (ii) to increase short-term employment opportunities, in targeted communities. The project will include three components (with a US 4.25 million dollars in contingency costs) as follows: First component, Financing Community Sub-projects is to improve access of communities to basic services. It will finance subprojects at the local level, that consist of basic essential services that represent priority investments identified by the community. These will be based on a menu that includes investments that can be realized using labor-intensive techniques and maximizing the use of local materials. Second component, Supporting Microfinance Systems Strengthening is to support the establishment of the overall MSE program of SFD through technical assistance and capacity building activities. Support will be provided to the Government of Iraq on: (i) enhancing capacity to manage MFIs that will be engaged under the SFD in the future; (ii) reviewing the regulatory environment to allow MFIs to function without market distortions; and (iii) developing a framework for structured financing that would allow the flow of funds from SFD to MFIs in a sustainable manner, while meeting SFD objectives. Third component, Capacity Building and Institutional Development will provide overall implementation and project management support for the duration of the project, to the establishment and operation of the SFD. This will include: (i) supporting MOP in managing the SFD functions during the establishment phase and project management activities; (ii) providing institutional development for the eventual SFD autonomous institution; (ii) building the capacity of local government, community groups, and NGOs; and (iv) contracting NGOs to undertake social and economic assessments for local communities.",-0.50948614
P154943,2019,0.06,0.06,0.0,"Tonga Digital Government Support Project The objective of the Project is to improve the Recipient’s capacity for digital public service delivery. The development objective of Digital Government Support Project for Tonga is to improve its capacity for digital public service delivery. This project has five components. 1) The first component, Enabling Environment and Continuous Improvement, has the following three subcomponents: (i) Development of a Digital (e-Government) Government Strategic Framework (DGSF); (ii) Legal and regulatory framework for Digital Government including Civil Registration and national ID systems; and (iii) Expansion of the Government’s Cyber Security Program. 2) The second component, Government Enterprise Architecture, has the following subcomponents: (i) Priority business process review; and (ii) Government Enterprise Architecture. 3) The third component, Core Registries : Civil Registration (CR) and National ID Systems, has the following subcomponents: (i) Upgrade of CR; (ii) Upgrade of ID System; and (iii) Development of CR-ID linkage. 4) The fourth component, Digital Government Infrastructure, has the following subcomponents: (i) Design of Secure Government Network and Data Center, Disaster Recovery/Business Continuity and Government Cloud (G-Cloud); (ii) Design and implementation of a National Government Portal; and (iii) Implementation of selected e-Services-Process automation. 5) The fifth component, Project Management, aims to finance a project management unit (PMU) at Ministry of Finance (MOF).",-0.4413765
P156634,2017,0.08,0.07,0.01,"Water and Sanitation Development Project The Project Development Objective (PDO) is to improve water supply and sanitation services in select coastal and northeastern regions in Kenya and improve the financial performance of water service providers affected by the COVID-19 pandemic. The development objective of Water and Sanitation Development Project is to improve water supply and sanitation services in select coastal and northeastern regions in Kenya. This project has four components. 1) The first component, Rehabilitation and expansion of urban water supply and sanitation services in the coastal region, has the following subcomponents: (i) Support to coastal counties; and (ii) Support to the coast bulk water services provider. 2) The second component, Expansion of water supply and sanitation services in underserved northeastern counties, aims to finance a program of activities designed to improve water supply and sanitation services in the northeastern counties, such as Wajir town in Wajir County and the Dadaab refugee camp host communities in Garissa County. 3) The third component, National performance-based financing, has the following two subcomponents: (i) Support for water and sanitation infrastructure investments and services; and (ii) Technical assistance for national performance-based financing. 4) The fourth component, Project management, finance a program of activities designed to strengthen the capacity of the Recipient for project management, implementation and coordination, and Monitoring and Evaluation (M and E).",-0.09367277
P171833,2022,0.5,0.45,0.05,"Unleashing the Blue Economy of the Caribbean (UBEC) To strengthen the enabling environment for the blue economy, economic recovery, and resilience of selected coastal assets in participating countries and provide immediate and effective response to an eligible emergency. The development objective of the Unleashing the Blue Economy of the Caribbean Project for Grenada, Saint Lucia, Saint Vincent, and the Grenadines is to strengthen the enabling environment for the blue economy, economic recovery, and resilience of selected coastal assets in participating countries and provide immediate and effective response to an eligible emergency. The project comprises of four components. The first component, strengthening governance, policies, and capacity building supports development of regional and national policies, strategies, and institutions necessary to support low-carbon and climate-resilient action, foster economic recovery and job creation, narrow the gender gap, and improve sustainable management of natural resources. It consists of following sub-components: (i) strengthening regional policies, institutions, and coordination; and (ii) strengthening national policies, institutions and capacity building. The second component, scale up access to finance and infrastructure investment consists of following sub-components: (i-a) regional micro, small, and medium-sized enterprise (MSME) matching grants program, and (i-b) expansion of the regional climate-risk insurance for fisheries; and (ii) direct investments in resilient coastal infrastructure. The third component, contingent emergency response component (CERC) is designed to help participating countries rapidly respond to a future eligible crisis or emergency, defined as an event that has caused, or is likely to imminently cause, a major adverse economic and or social impact associated with natural or human-made crises or disasters. The fourth component, project management, monitoring and evaluation (M and E), and communication will support effective and efficient Series of Projects (SOP) implementation, M and E, regional collaboration, and communications.",-0.052211694
P172031,2021,0.14,0.02,0.12,"Improving Healthcare Services in Somalia Project (“Damal Caafimaad”) The Project Development Objective (PDO) is to improve the coverage of essential health and nutrition services in Project areas and strengthen stewardship capacity of Ministries of Health. The development objective of the Improving Healthcare Services in Somalia (Damal Caafimaad) Project for Somalia is to improve the coverage of essential health and nutrition services in project areas and strengthen stewardship capacity of Ministries of Health. The project comprises of four components. The first component, expanding the coverage of high-impact health and nutrition services in select geographic areas will finance delivery of high-impact and integrated health and nutrition services to enhance service coverage and quality, focusing on primary healthcare services. The second component, strengthening government’s stewardship to enhance service delivery aims to support development of the government’s stewardship capacities at both the Federal and Federal Member States of Somalia (FMS) levels to enhance quality service delivery, a priority area in Somalia’s investment case. It consists of following sub-components: (i) health management information systems (HMIS) and data use for decision making; (ii) public financial management (PFM), contract management, and health financing; (iii) private sector development and regulatory reforms; and (iv) organizational development. The third component, project management, knowledge management, and learning will support day-to-day project management, including coordination, administration, communication, management, procurement, monitoring and dissemination of project activities at both Federal Government of Somalia (FGS) and FMS levels. The fourth component, contingent emergency response component will allow for rapid reallocation of project proceeds in the event of a natural or man-made disaster or health outbreak or crisis that has caused or is likely to imminently cause a major adverse economic and or social impact.",-0.461377
P175342,2022,0.03,0.02,0.01,"SL First Inclusive and Sustainable Growth DPO The program development objectives are to: (i) improve natural resources governance; (ii) enhance inclusiveness; and (iii) improve the sustainability of development financing. The development objectives of the First Inclusive and Sustainable Growth Development Policy Operation in Sierra Leone are to: (i) improve natural resources governance; (ii) enhance inclusiveness; and (iii) improve the sustainability of development financing. In the short term, this operation will help the Government close the financing gap created by the pandemic. In the medium term, it will support post-COVID recovery and buttress potential growth by leveraging the government’s reform agenda (which was put on hold temporarily during the pandemic). The first two pillars of the operation focus on better governance of the land and mining sectors (pillar 1); and boosting inclusive growth through reforms to promote economic participation and empowerment of the most vulnerable groups of the population (pillar 2). The third pillar seeks to ensure sustainable development financing through reforms to improve debt management and transparency, and fiscal sustainability. The three pillars are complementary because higher growth alleviates debt pressures and better debt management and transparency enhances fiscal sustainability and creates fiscal space for inclusive growth reforms.",-0.4338009
P175878,2021,1.0,0.96,0.04,"Nicaragua-Hurricanes Eta and Iota Emergency Response Project The Project Development Objective is to support Nicaragua’s emergency response and restoration of services and economic activities in critical sectors in the Project area. The development objective of Hurricanes Eta and Iota Emergency Response Project is to support Nicaragua’s emergency response and restoration of services and economic activities in critical sectors in the project area. This project has three components. 1) The first component, Recovery, rehabilitation, and resilient reconstruction, includes the following sub-components: (i) Emergency disaster recovery; (ii) Rehabilitation and reconstruction of selected critical infrastructure; and (iii) Rehabilitation and reconstruction of selected resilient housing and community-level social infrastructure. 2) The second component, Livelihood recovery, aims to focus on restoring the livelihoods of affected communities and families through support to the restoration and improvement of the socioeconomic conditions of eligible beneficiaries through the provision of equipment, supplies and training. 3) The third component, Monitoring, evaluation, and audit of the project, aims to finance: (a) the audit of the project; and (b) the monitoring and evaluation (M&E) activities of the project, including, inter alia, the development of baselines as needed to measure project results, a final evaluation of the project, rapid impact assessments, technical audits, and independent inspections.",-0.2005818
P159515,2017,0.0,0.0,0.0,"Access to Longer Term Finance for Micro, Small and Medium Enterprises Project The Project Development Objectives (PDO) are to improve access to, and strengthen the framework for the provision of, longer term finance for eligible micro, small and medium enterprises. The objective of the Access to Longer Term for Micro, Small and Medium Enterprises Project are to improve access to, and strengthen the framework for the provision of, longer term finance for eligible micro, small and medium enterprises. The project consists of the following three main components: (a) a credit line intermediated by BICE to PFIs for on-lending to MSMEs; (b) technical assistance and capacity building to: (i) support BICE’s strengthening of its second-tier lending business model, (ii) strengthen the financial infrastructure and credit guarantee program that will improve the enabling environment for access to credit, and (iii) enhance the capacity of MSMEs to become bankable; and (c) project management.",-0.45228454
P178018,2022,0.11,0.11,0.0,"Social Protection COVID-19 response and recovery The development objectives of the project are to strengthen the social protection system and expand the coverage of social protection programs. The development objectives of Social Protection COVID-19 Response and Recovery Project for Sao Tome and Principe are to strengthen the social protection system and expand the coverage of social protection programs. This project has four components. 1) The first component, Institutional strengthening of the social protection sector, aims to address critical institutional needs for implementation of the social protection activities and thus will strengthen institutional capacity to deliver social protection programs. 2) The second component, Social assistance programs, has the following sub-components: (i) Socio Economic Resilience Program for COVID-19 response; and (ii) Vulnerable Families Program – VFP. 3) The third component, Project implementation support, will directly finance the costs associated with the fiduciary management of the project. 4) The fourth component, Contingency Emergency Response (CERC) is included under the project in accordance with World Bank Policy Investment Project Financing, paragraph 12, for situations of urgent need of assistance.",-0.45251453
P160339,2019,1.0,0.0,1.0,"Ghana Emissions Reductions Program To make payments to the Ghana Cocoa Forest REDD+ Program (or ‘the Program’) for measured, reported and verified Emission Reductions related to reduced deforestation, forest degradation and the enhancement of forest carbon stocks (ER payments) in target landscapes of Ghana (or ‘Program Area’), and distribution of ER payments in accordance with agreed-upon Benefit Sharing Plan. The development objective of Cocoa Forest REDD+ Program Project for Ghana is to make payments for measured, reported and verified emission reductions related to reduced deforestation, forest degradation and the enhancement of forest carbon stocks (ER payments) in targeted landscapes of Ghana, and to distribute ER payments in accordance with agreed-upon benefit sharing plan. This Emission Reductions program (ER Program) is fully consistent with the World Bank Group's (WBG) corporate goals to end extreme poverty and to promote shared prosperity with environmental, social, and fiscal sustainability, and with the Country Partnership Strategy (CPS) for FY13-FY16  which aims to assist Ghana in the transition to middle-income status. The Carbon finance transaction is part of a broader engagement of the Bank to support Ghana’s REDD+ agenda. The ER Program of the GCFRP  aligns with multiple government policies, and has been developed in accordance with the methodological framework of the FCPF Carbon Fund (CF). The ER Program implementation period would be from June 2019 to December 2025.",0.49708995
P168290,2019,0.8,0.45,0.35,"Vietnam - Dynamic Cities Integrated Development Project To increase access to urban infrastructure and to improve integrated urban planning in the Project Cities. The objective of the Dynamic Cities Integrated Development Project for Vietnam is to increase access to urban infrastructure and to improve integrated urban planning in the Project Cities. There are two components to the project, the first component being structural investments - rehabilitation and construction of resilient urban infrastructure. This component includes four subcomponents:  urban drainage, urban environmental sanitation, urban transport, and urban amenities and public spaces. Finally, the second component is the non-structural investments - technical assistance and implementation support. A comprehensive package of TA and project implementation support will be provided to the PPCs of the subproject cities to strengthen their capacities for integrated economic and spatial planning. Given the vulnerability of the subproject cities to disaster risks and climate change, a key emphasis will be to integrate climate change and disaster risk informed planning in each of the city’s strategic development plans and to strengthen the capacities of technical staff at the city and provincial levels to mainstream disaster and climate risk-mitigation in physical development and socio-economic planning.",0.29010278
P177800,2023,0.03,0.03,0.0,"Côte d'Ivoire Strengthening Primary Education System Operation The Program’s development objective is to improve: (a) equitable access to education and school health services in basic education, (b) learning outcomes, and (c) performance-based management along the education service delivery chain. The development objective of the Strengthening Primary Education System Operation for Côte d’Ivoire is to improve: (i) equitable access to quality education and school health services in preprimary and primary schools; (ii) learning outcomes; and (iii) performance-based management along the service delivery chain. The strategic pillars of the education sector plan (ESP) focus on improving: (a) the quality and diversity of education and training offer; (b) the school, family, and community environment for a greater demand for education services; and (c) the quality management and governance of the system. The program aligns with the World Bank’s Human Capital Project, which makes the case for investing in people and bolstering demand for interventions that will build human capital.",-0.46214056
P167428,2020,0.3,0.2,0.1,"Kyrgyz Republic Regional Economic Development Project The Project Development Objective is to support the Recipient to enhance regional economic development through targeted interventions in the selected sectors in the Osh region. The objective of the Regional Economic Development Project for Kyrgyz Republic is to support the Recipient to enhance regional economic development through targeted interventions in the selected sectors in the Osh region. There are five components to the project, the first component being Improving Regional Economic Planning and Regulatory Functions. Interventions proposed under this component are aimed at building capacity for regional economic development planning at the central and regional levels and enabling relevant departments of the key relevant ministries and other agencies in the Osh Region to fulfill their mandate of provision of key public services, including effective regulation. This component will comprise two sub-components: enhancing regional economic planning and improving basic agricultural services and regulatory functions. The second component is the strengthening agri-food supply chains and SMEs. This component will facilitate the development of partnerships between agri-businesses and small agricultural producers to finance targeted investments sub-projects that improve quality and expand production and processing volumes. The third component is the catalyzing investments for tourism and urban development. This component will leverage the unique natural and cultural assets of the Osh Region and its cities and finance foundational and enabling investments supporting: (i) integrated packages of improvements of priority touristic sites and clusters; (ii) regional infrastructure, services and amenities to address key bottlenecks for improved tourism quality and conditions; (iii) urban amenities that will enhance the livability of urban centers to attract tourists and retain residents, and (iii) pilot public-private cooperation to attract private investments in the tourism sector. The sub-components are: upgrading Osh and Uzgen urban cores and tourism circuits, and tourism product development, marketing and promotion. The fourth component is the supporting tourism and rural SME development through small grants. The project will support SME development through a training and small grant program targeting tourism and rural SMEs and startups. The small grants program will aim to support the launching of new enterprise activities in rural areas and diversification and expansion of tourism services. Finally, the fifth component is the implementation support, monitoring and evaluation. This component will support project implementation, including the Project’s monitoring and evaluation system, communication strategy, application of safeguard instruments, training and financing of operating costs for the project.",-0.35049787
P178614,2023,0.0,0.0,0.0,"Republic of Congo First Fiscal Management and Inclusive Growth DPF The Program Development Objective (PDO) is to support the Government’s efforts to: (i) strengthen fiscal sustainability and governance through improved revenue mobilization and public financial management ; and (ii) create the conditions for inclusive and sustainable growth. The development objective of the First Fiscal Management and Inclusive Growth Development Policy Financing for Republic of Congo is to support the government’s efforts to: (i) strengthen fiscal sustainability and governance through improved revenue mobilization and public financial management; and (ii) create the conditions for inclusive and sustainable growth. Given Congo’s past and current fiscal challenges (including low domestic revenue mobilization and debt distress), strengthening domestic revenue mobilization and the Public Financial Management (PFM) system through the first pillar is critical to reducing the country’s debt burden, building resilience to future shocks, and expanding fiscal space to fund investments in infrastructure and human capital needed for sustainable growth. The reforms under the second pillar represent some of the key foundations for sustainable growth, with actions to improve the business environment, enable the development of new growth sectors (such as the gas sector), and improve the delivery of infrastructure services (such as power and water supply). It also supports reforms to accelerate human capital development, itself a key constraint to diversification and sustainable growth, by addressing critical shortcomings in the delivery of basic public services throughout the country, thereby making growth more inclusive.",-0.43460715
